software;mouseReMoCo;;;screenHeight 995;centerX 953;centerY 497;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 536;cornerY 80;externalRadius 417;internalRadius 337;borderRadius 1;cursorRadius 16;indexOfDifficulty 50.33232485432158;taskRadius 376.5;taskTolerance 47
01/12/2025;16:16:42.378;100;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
timestamp;mouseX;mouseY;mouseInTarget;;;;;;;;;;;;;;;;;;;;;
1764602209439;666;726;1;;;;;;;;;;;;;;;;;;;;;
1764602209446;670;730;1;;;;;;;;;;;;;;;;;;;;;
1764602209453;675;734;1;;;;;;;;;;;;;;;;;;;;;
1764602209460;679;738;1;;;;;;;;;;;;;;;;;;;;;
1764602209468;683;741;1;;;;;;;;;;;;;;;;;;;;;
1764602209475;688;743;1;;;;;;;;;;;;;;;;;;;;;
1764602209481;693;746;1;;;;;;;;;;;;;;;;;;;;;
1764602209490;696;749;1;;;;;;;;;;;;;;;;;;;;;
1764602209497;701;751;1;;;;;;;;;;;;;;;;;;;;;
1764602209503;705;753;1;;;;;;;;;;;;;;;;;;;;;
1764602209510;709;755;1;;;;;;;;;;;;;;;;;;;;;
1764602209518;713;756;1;;;;;;;;;;;;;;;;;;;;;
1764602209525;716;758;0;;;;;;;;;;;;;;;;;;;;;
1764602209531;719;758;0;;;;;;;;;;;;;;;;;;;;;
1764602209538;722;759;0;;;;;;;;;;;;;;;;;;;;;
1764602209547;725;759;0;;;;;;;;;;;;;;;;;;;;;
1764602209552;728;758;0;;;;;;;;;;;;;;;;;;;;;
1764602209560;733;756;0;;;;;;;;;;;;;;;;;;;;;
1764602209855;733;758;0;;;;;;;;;;;;;;;;;;;;;
1764602209861;734;761;0;;;;;;;;;;;;;;;;;;;;;
1764602209867;736;766;0;;;;;;;;;;;;;;;;;;;;;
1764602209875;737;768;0;;;;;;;;;;;;;;;;;;;;;
1764602209883;737;771;0;;;;;;;;;;;;;;;;;;;;;
1764602209889;739;773;0;;;;;;;;;;;;;;;;;;;;;
1764602209896;740;775;0;;;;;;;;;;;;;;;;;;;;;
1764602209903;740;777;0;;;;;;;;;;;;;;;;;;;;;
1764602209911;741;780;1;;;;;;;;;;;;;;;;;;;;;
1764602209917;742;782;1;;;;;;;;;;;;;;;;;;;;;
1764602209925;743;784;1;;;;;;;;;;;;;;;;;;;;;
1764602209933;743;787;1;;;;;;;;;;;;;;;;;;;;;
1764602209939;744;788;1;;;;;;;;;;;;;;;;;;;;;
1764602209945;745;792;1;;;;;;;;;;;;;;;;;;;;;
1764602209953;746;793;1;;;;;;;;;;;;;;;;;;;;;
1764602209961;747;794;1;;;;;;;;;;;;;;;;;;;;;
1764602209968;748;797;1;;;;;;;;;;;;;;;;;;;;;
1764602209982;749;798;1;;;;;;;;;;;;;;;;;;;;;
1764602209989;749;799;1;;;;;;;;;;;;;;;;;;;;;
1764602210011;750;800;1;;;;;;;;;;;;;;;;;;;;;
1764602210019;751;801;1;;;;;;;;;;;;;;;;;;;;;
1764602210025;752;803;1;;;;;;;;;;;;;;;;;;;;;
1764602210032;753;803;1;;;;;;;;;;;;;;;;;;;;;
1764602210039;754;805;1;;;;;;;;;;;;;;;;;;;;;
1764602210047;755;807;1;;;;;;;;;;;;;;;;;;;;;
1764602210053;756;808;1;;;;;;;;;;;;;;;;;;;;;
1764602210061;757;809;1;;;;;;;;;;;;;;;;;;;;;
1764602210068;760;811;1;;;;;;;;;;;;;;;;;;;;;
1764602210075;761;812;1;;;;;;;;;;;;;;;;;;;;;
1764602210081;762;813;1;;;;;;;;;;;;;;;;;;;;;
1764602210089;764;815;1;;;;;;;;;;;;;;;;;;;;;
1764602210099;766;815;1;;;;;;;;;;;;;;;;;;;;;
1764602210103;767;817;1;;;;;;;;;;;;;;;;;;;;;
1764602210111;770;818;1;;;;;;;;;;;;;;;;;;;;;
1764602210118;772;820;1;;;;;;;;;;;;;;;;;;;;;
1764602210125;774;821;1;;;;;;;;;;;;;;;;;;;;;
1764602210132;776;823;1;;;;;;;;;;;;;;;;;;;;;
1764602210139;778;823;1;;;;;;;;;;;;;;;;;;;;;
1764602210146;780;825;1;;;;;;;;;;;;;;;;;;;;;
1764602210153;782;826;1;;;;;;;;;;;;;;;;;;;;;
1764602210160;785;828;1;;;;;;;;;;;;;;;;;;;;;
1764602210168;788;829;1;;;;;;;;;;;;;;;;;;;;;
1764602210176;790;830;1;;;;;;;;;;;;;;;;;;;;;
1764602210183;793;832;1;;;;;;;;;;;;;;;;;;;;;
1764602210190;795;832;1;;;;;;;;;;;;;;;;;;;;;
1764602210196;798;834;1;;;;;;;;;;;;;;;;;;;;;
1764602210204;801;834;1;;;;;;;;;;;;;;;;;;;;;
1764602210210;803;835;1;;;;;;;;;;;;;;;;;;;;;
1764602210221;806;836;1;;;;;;;;;;;;;;;;;;;;;
1764602210225;807;838;1;;;;;;;;;;;;;;;;;;;;;
1764602210232;810;838;1;;;;;;;;;;;;;;;;;;;;;
1764602210239;813;839;1;;;;;;;;;;;;;;;;;;;;;
1764602210246;816;840;1;;;;;;;;;;;;;;;;;;;;;
1764602210254;818;841;1;;;;;;;;;;;;;;;;;;;;;
1764602210261;820;841;1;;;;;;;;;;;;;;;;;;;;;
1764602210269;822;842;1;;;;;;;;;;;;;;;;;;;;;
1764602210275;824;842;1;;;;;;;;;;;;;;;;;;;;;
1764602210283;827;843;1;;;;;;;;;;;;;;;;;;;;;
1764602210289;830;843;1;;;;;;;;;;;;;;;;;;;;;
1764602210296;832;843;1;;;;;;;;;;;;;;;;;;;;;
1764602210304;833;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210311;835;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210318;836;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210325;838;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210339;840;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210345;841;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210353;842;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210361;843;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210368;845;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210377;846;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210382;848;844;1;;;;;;;;;;;;;;;;;;;;;
1764602210389;849;845;1;;;;;;;;;;;;;;;;;;;;;
1764602210397;853;846;1;;;;;;;;;;;;;;;;;;;;;
1764602210404;855;846;1;;;;;;;;;;;;;;;;;;;;;
1764602210410;858;846;1;;;;;;;;;;;;;;;;;;;;;
1764602210417;860;847;1;;;;;;;;;;;;;;;;;;;;;
1764602210424;864;848;1;;;;;;;;;;;;;;;;;;;;;
1764602210432;868;848;1;;;;;;;;;;;;;;;;;;;;;
1764602210440;872;849;1;;;;;;;;;;;;;;;;;;;;;
1764602210446;878;849;1;;;;;;;;;;;;;;;;;;;;;
1764602210454;882;850;1;;;;;;;;;;;;;;;;;;;;;
1764602210460;888;851;1;;;;;;;;;;;;;;;;;;;;;
1764602210469;893;851;1;;;;;;;;;;;;;;;;;;;;;
1764602210474;899;852;1;;;;;;;;;;;;;;;;;;;;;
1764602210482;904;852;1;;;;;;;;;;;;;;;;;;;;;
1764602210488;910;852;1;;;;;;;;;;;;;;;;;;;;;
1764602210497;915;852;1;;;;;;;;;;;;;;;;;;;;;
1764602210503;919;852;1;;;;;;;;;;;;;;;;;;;;;
1764602210510;925;853;1;;;;;;;;;;;;;;;;;;;;;
1764602210517;929;854;1;;;;;;;;;;;;;;;;;;;;;
1764602210525;935;855;1;;;;;;;;;;;;;;;;;;;;;
1764602210532;940;855;1;;;;;;;;;;;;;;;;;;;;;
1764602210538;946;855;1;;;;;;;;;;;;;;;;;;;;;
1764602210547;951;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210553;956;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210561;961;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210567;968;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210575;973;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210581;980;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210589;984;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210596;991;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210604;997;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210611;1003;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210617;1007;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210626;1013;857;1;;;;;;;;;;;;;;;;;;;;;
1764602210632;1016;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210640;1020;856;1;;;;;;;;;;;;;;;;;;;;;
1764602210646;1022;855;1;;;;;;;;;;;;;;;;;;;;;
1764602210925;1031;853;1;;;;;;;;;;;;;;;;;;;;;
1764602210947;1062;841;1;;;;;;;;;;;;;;;;;;;;;
1764602210954;1072;837;1;;;;;;;;;;;;;;;;;;;;;
1764602210962;1082;832;1;;;;;;;;;;;;;;;;;;;;;
1764602210967;1092;828;1;;;;;;;;;;;;;;;;;;;;;
1764602210976;1101;824;1;;;;;;;;;;;;;;;;;;;;;
1764602210983;1109;821;1;;;;;;;;;;;;;;;;;;;;;
1764602210990;1116;816;1;;;;;;;;;;;;;;;;;;;;;
1764602210998;1123;814;1;;;;;;;;;;;;;;;;;;;;;
1764602211003;1129;811;1;;;;;;;;;;;;;;;;;;;;;
1764602211011;1134;810;1;;;;;;;;;;;;;;;;;;;;;
1764602211019;1140;809;1;;;;;;;;;;;;;;;;;;;;;
1764602211026;1145;807;1;;;;;;;;;;;;;;;;;;;;;
1764602211032;1149;804;1;;;;;;;;;;;;;;;;;;;;;
1764602211040;1152;803;1;;;;;;;;;;;;;;;;;;;;;
1764602211047;1157;801;1;;;;;;;;;;;;;;;;;;;;;
1764602211054;1158;800;1;;;;;;;;;;;;;;;;;;;;;
1764602211061;1161;800;1;;;;;;;;;;;;;;;;;;;;;
1764602211069;1163;798;1;;;;;;;;;;;;;;;;;;;;;
1764602211083;1165;797;1;;;;;;;;;;;;;;;;;;;;;
1764602211091;1166;797;1;;;;;;;;;;;;;;;;;;;;;
1764602211097;1167;797;1;;;;;;;;;;;;;;;;;;;;;
1764602211106;1168;796;1;;;;;;;;;;;;;;;;;;;;;
1764602211111;1170;795;1;;;;;;;;;;;;;;;;;;;;;
1764602211119;1172;794;1;;;;;;;;;;;;;;;;;;;;;
1764602211125;1174;793;1;;;;;;;;;;;;;;;;;;;;;
1764602211133;1177;792;1;;;;;;;;;;;;;;;;;;;;;
1764602211140;1179;790;1;;;;;;;;;;;;;;;;;;;;;
1764602211147;1181;789;1;;;;;;;;;;;;;;;;;;;;;
1764602211153;1183;788;1;;;;;;;;;;;;;;;;;;;;;
1764602211161;1185;786;1;;;;;;;;;;;;;;;;;;;;;
1764602211168;1188;785;1;;;;;;;;;;;;;;;;;;;;;
1764602211176;1189;783;1;;;;;;;;;;;;;;;;;;;;;
1764602211184;1191;782;1;;;;;;;;;;;;;;;;;;;;;
1764602211190;1193;780;1;;;;;;;;;;;;;;;;;;;;;
1764602211196;1195;780;1;;;;;;;;;;;;;;;;;;;;;
1764602211204;1196;778;1;;;;;;;;;;;;;;;;;;;;;
1764602211211;1199;777;1;;;;;;;;;;;;;;;;;;;;;
1764602211218;1200;775;1;;;;;;;;;;;;;;;;;;;;;
1764602211226;1202;773;1;;;;;;;;;;;;;;;;;;;;;
1764602211232;1203;772;1;;;;;;;;;;;;;;;;;;;;;
1764602211241;1204;770;1;;;;;;;;;;;;;;;;;;;;;
1764602211246;1206;768;1;;;;;;;;;;;;;;;;;;;;;
1764602211255;1207;767;1;;;;;;;;;;;;;;;;;;;;;
1764602211261;1209;764;1;;;;;;;;;;;;;;;;;;;;;
1764602211268;1211;762;1;;;;;;;;;;;;;;;;;;;;;
1764602211276;1213;760;1;;;;;;;;;;;;;;;;;;;;;
1764602211284;1215;758;1;;;;;;;;;;;;;;;;;;;;;
1764602211289;1217;754;1;;;;;;;;;;;;;;;;;;;;;
1764602211296;1219;751;1;;;;;;;;;;;;;;;;;;;;;
1764602211305;1222;747;1;;;;;;;;;;;;;;;;;;;;;
1764602211310;1225;743;1;;;;;;;;;;;;;;;;;;;;;
1764602211319;1227;738;1;;;;;;;;;;;;;;;;;;;;;
1764602211325;1230;733;1;;;;;;;;;;;;;;;;;;;;;
1764602211334;1233;729;1;;;;;;;;;;;;;;;;;;;;;
1764602211340;1235;723;1;;;;;;;;;;;;;;;;;;;;;
1764602211348;1239;717;1;;;;;;;;;;;;;;;;;;;;;
1764602211354;1241;711;1;;;;;;;;;;;;;;;;;;;;;
1764602211362;1244;703;1;;;;;;;;;;;;;;;;;;;;;
1764602211370;1246;696;1;;;;;;;;;;;;;;;;;;;;;
1764602211376;1248;686;0;;;;;;;;;;;;;;;;;;;;;
1764602211384;1251;676;0;;;;;;;;;;;;;;;;;;;;;
1764602211389;1254;666;0;;;;;;;;;;;;;;;;;;;;;
1764602211398;1256;655;0;;;;;;;;;;;;;;;;;;;;;
1764602211404;1258;646;0;;;;;;;;;;;;;;;;;;;;;
1764602211412;1261;637;0;;;;;;;;;;;;;;;;;;;;;
1764602211418;1264;630;0;;;;;;;;;;;;;;;;;;;;;
1764602211426;1267;624;0;;;;;;;;;;;;;;;;;;;;;
1764602211434;1270;618;0;;;;;;;;;;;;;;;;;;;;;
1764602211441;1272;613;0;;;;;;;;;;;;;;;;;;;;;
1764602211448;1274;610;0;;;;;;;;;;;;;;;;;;;;;
1764602211454;1276;607;0;;;;;;;;;;;;;;;;;;;;;
1764602211462;1278;604;0;;;;;;;;;;;;;;;;;;;;;
1764602211469;1280;602;0;;;;;;;;;;;;;;;;;;;;;
1764602211475;1281;601;0;;;;;;;;;;;;;;;;;;;;;
1764602211483;1283;598;0;;;;;;;;;;;;;;;;;;;;;
1764602211490;1285;596;0;;;;;;;;;;;;;;;;;;;;;
1764602211496;1286;595;0;;;;;;;;;;;;;;;;;;;;;
1764602211505;1288;592;0;;;;;;;;;;;;;;;;;;;;;
1764602211512;1289;590;0;;;;;;;;;;;;;;;;;;;;;
1764602211519;1292;588;0;;;;;;;;;;;;;;;;;;;;;
1764602211528;1293;586;0;;;;;;;;;;;;;;;;;;;;;
1764602211533;1295;585;1;;;;;;;;;;;;;;;;;;;;;
1764602211541;1296;584;1;;;;;;;;;;;;;;;;;;;;;
1764602211548;1297;583;1;;;;;;;;;;;;;;;;;;;;;
1764602211562;1297;582;1;;;;;;;;;;;;;;;;;;;;;
1764602211813;1300;577;1;;;;;;;;;;;;;;;;;;;;;
1764602211819;1305;567;1;;;;;;;;;;;;;;;;;;;;;
1764602211826;1308;557;1;;;;;;;;;;;;;;;;;;;;;
1764602211834;1311;546;1;;;;;;;;;;;;;;;;;;;;;
1764602211841;1313;537;1;;;;;;;;;;;;;;;;;;;;;
1764602211848;1315;527;1;;;;;;;;;;;;;;;;;;;;;
1764602211856;1318;519;1;;;;;;;;;;;;;;;;;;;;;
1764602211861;1319;513;1;;;;;;;;;;;;;;;;;;;;;
1764602211870;1319;508;1;;;;;;;;;;;;;;;;;;;;;
1764602211877;1319;505;1;;;;;;;;;;;;;;;;;;;;;
1764602211883;1319;501;1;;;;;;;;;;;;;;;;;;;;;
1764602211891;1319;497;1;;;;;;;;;;;;;;;;;;;;;
1764602211898;1319;492;1;;;;;;;;;;;;;;;;;;;;;
1764602211905;1319;489;1;;;;;;;;;;;;;;;;;;;;;
1764602211913;1318;485;1;;;;;;;;;;;;;;;;;;;;;
1764602211919;1318;482;1;;;;;;;;;;;;;;;;;;;;;
1764602211927;1317;478;1;;;;;;;;;;;;;;;;;;;;;
1764602211935;1316;473;1;;;;;;;;;;;;;;;;;;;;;
1764602211941;1315;469;1;;;;;;;;;;;;;;;;;;;;;
1764602211950;1315;464;1;;;;;;;;;;;;;;;;;;;;;
1764602211954;1315;459;1;;;;;;;;;;;;;;;;;;;;;
1764602211962;1315;455;1;;;;;;;;;;;;;;;;;;;;;
1764602211969;1314;452;1;;;;;;;;;;;;;;;;;;;;;
1764602211977;1314;447;1;;;;;;;;;;;;;;;;;;;;;
1764602211983;1313;445;1;;;;;;;;;;;;;;;;;;;;;
1764602211991;1313;442;1;;;;;;;;;;;;;;;;;;;;;
1764602211998;1312;439;1;;;;;;;;;;;;;;;;;;;;;
1764602212005;1312;436;1;;;;;;;;;;;;;;;;;;;;;
1764602212012;1312;434;1;;;;;;;;;;;;;;;;;;;;;
1764602212020;1311;431;1;;;;;;;;;;;;;;;;;;;;;
1764602212027;1310;428;1;;;;;;;;;;;;;;;;;;;;;
1764602212034;1309;424;1;;;;;;;;;;;;;;;;;;;;;
1764602212042;1309;420;1;;;;;;;;;;;;;;;;;;;;;
1764602212049;1307;415;1;;;;;;;;;;;;;;;;;;;;;
1764602212056;1305;409;1;;;;;;;;;;;;;;;;;;;;;
1764602212063;1304;404;1;;;;;;;;;;;;;;;;;;;;;
1764602212070;1303;397;1;;;;;;;;;;;;;;;;;;;;;
1764602212076;1302;390;1;;;;;;;;;;;;;;;;;;;;;
1764602212084;1299;381;1;;;;;;;;;;;;;;;;;;;;;
1764602212091;1299;376;1;;;;;;;;;;;;;;;;;;;;;
1764602212099;1297;370;1;;;;;;;;;;;;;;;;;;;;;
1764602212105;1296;364;1;;;;;;;;;;;;;;;;;;;;;
1764602212113;1294;359;1;;;;;;;;;;;;;;;;;;;;;
1764602212120;1293;353;1;;;;;;;;;;;;;;;;;;;;;
1764602212127;1292;347;1;;;;;;;;;;;;;;;;;;;;;
1764602212135;1290;342;1;;;;;;;;;;;;;;;;;;;;;
1764602212142;1289;337;1;;;;;;;;;;;;;;;;;;;;;
1764602212150;1288;332;1;;;;;;;;;;;;;;;;;;;;;
1764602212155;1286;326;1;;;;;;;;;;;;;;;;;;;;;
1764602212163;1285;320;1;;;;;;;;;;;;;;;;;;;;;
1764602212170;1283;315;1;;;;;;;;;;;;;;;;;;;;;
1764602212178;1283;310;1;;;;;;;;;;;;;;;;;;;;;
1764602212184;1281;306;1;;;;;;;;;;;;;;;;;;;;;
1764602212192;1280;301;1;;;;;;;;;;;;;;;;;;;;;
1764602212199;1278;297;1;;;;;;;;;;;;;;;;;;;;;
1764602212205;1276;294;1;;;;;;;;;;;;;;;;;;;;;
1764602212213;1275;290;1;;;;;;;;;;;;;;;;;;;;;
1764602212220;1273;288;1;;;;;;;;;;;;;;;;;;;;;
1764602212227;1272;285;1;;;;;;;;;;;;;;;;;;;;;
1764602212235;1269;283;1;;;;;;;;;;;;;;;;;;;;;
1764602212243;1268;280;1;;;;;;;;;;;;;;;;;;;;;
1764602212248;1266;278;1;;;;;;;;;;;;;;;;;;;;;
1764602212256;1265;276;1;;;;;;;;;;;;;;;;;;;;;
1764602212263;1263;274;1;;;;;;;;;;;;;;;;;;;;;
1764602212270;1261;271;1;;;;;;;;;;;;;;;;;;;;;
1764602212277;1260;270;1;;;;;;;;;;;;;;;;;;;;;
1764602212299;1254;264;1;;;;;;;;;;;;;;;;;;;;;
1764602212306;1252;261;1;;;;;;;;;;;;;;;;;;;;;
1764602212313;1248;258;1;;;;;;;;;;;;;;;;;;;;;
1764602212321;1246;256;1;;;;;;;;;;;;;;;;;;;;;
1764602212328;1243;252;1;;;;;;;;;;;;;;;;;;;;;
1764602212335;1239;248;1;;;;;;;;;;;;;;;;;;;;;
1764602212342;1235;245;1;;;;;;;;;;;;;;;;;;;;;
1764602212351;1230;241;1;;;;;;;;;;;;;;;;;;;;;
1764602212356;1227;238;1;;;;;;;;;;;;;;;;;;;;;
1764602212364;1223;235;1;;;;;;;;;;;;;;;;;;;;;
1764602212370;1220;231;1;;;;;;;;;;;;;;;;;;;;;
1764602212377;1215;228;1;;;;;;;;;;;;;;;;;;;;;
1764602212384;1210;224;1;;;;;;;;;;;;;;;;;;;;;
1764602212392;1206;222;1;;;;;;;;;;;;;;;;;;;;;
1764602212398;1201;218;1;;;;;;;;;;;;;;;;;;;;;
1764602212406;1196;215;1;;;;;;;;;;;;;;;;;;;;;
1764602212414;1191;212;1;;;;;;;;;;;;;;;;;;;;;
1764602212420;1187;209;1;;;;;;;;;;;;;;;;;;;;;
1764602212427;1183;207;1;;;;;;;;;;;;;;;;;;;;;
1764602212434;1179;204;1;;;;;;;;;;;;;;;;;;;;;
1764602212442;1174;200;1;;;;;;;;;;;;;;;;;;;;;
1764602212449;1170;198;1;;;;;;;;;;;;;;;;;;;;;
1764602212456;1166;195;1;;;;;;;;;;;;;;;;;;;;;
1764602212463;1161;192;1;;;;;;;;;;;;;;;;;;;;;
1764602212471;1157;190;1;;;;;;;;;;;;;;;;;;;;;
1764602212476;1153;188;1;;;;;;;;;;;;;;;;;;;;;
1764602212484;1149;186;1;;;;;;;;;;;;;;;;;;;;;
1764602212493;1145;183;1;;;;;;;;;;;;;;;;;;;;;
1764602212499;1141;181;1;;;;;;;;;;;;;;;;;;;;;
1764602212507;1136;179;1;;;;;;;;;;;;;;;;;;;;;
1764602212514;1133;177;1;;;;;;;;;;;;;;;;;;;;;
1764602212521;1128;175;1;;;;;;;;;;;;;;;;;;;;;
1764602212528;1125;172;1;;;;;;;;;;;;;;;;;;;;;
1764602212535;1120;171;1;;;;;;;;;;;;;;;;;;;;;
1764602212543;1117;169;1;;;;;;;;;;;;;;;;;;;;;
1764602212550;1112;166;1;;;;;;;;;;;;;;;;;;;;;
1764602212556;1109;165;1;;;;;;;;;;;;;;;;;;;;;
1764602212564;1104;163;1;;;;;;;;;;;;;;;;;;;;;
1764602212570;1101;161;1;;;;;;;;;;;;;;;;;;;;;
1764602212578;1096;158;1;;;;;;;;;;;;;;;;;;;;;
1764602212585;1093;157;1;;;;;;;;;;;;;;;;;;;;;
1764602212593;1088;155;1;;;;;;;;;;;;;;;;;;;;;
1764602212599;1084;153;1;;;;;;;;;;;;;;;;;;;;;
1764602212605;1081;151;1;;;;;;;;;;;;;;;;;;;;;
1764602212616;1076;150;1;;;;;;;;;;;;;;;;;;;;;
1764602212620;1072;148;1;;;;;;;;;;;;;;;;;;;;;
1764602212628;1068;146;1;;;;;;;;;;;;;;;;;;;;;
1764602212635;1064;145;1;;;;;;;;;;;;;;;;;;;;;
1764602212642;1061;144;1;;;;;;;;;;;;;;;;;;;;;
1764602212648;1056;143;1;;;;;;;;;;;;;;;;;;;;;
1764602212657;1052;141;1;;;;;;;;;;;;;;;;;;;;;
1764602212662;1049;140;1;;;;;;;;;;;;;;;;;;;;;
1764602212670;1044;138;1;;;;;;;;;;;;;;;;;;;;;
1764602212682;1041;138;1;;;;;;;;;;;;;;;;;;;;;
1764602212686;1037;137;1;;;;;;;;;;;;;;;;;;;;;
1764602212691;1032;136;1;;;;;;;;;;;;;;;;;;;;;
1764602212699;1028;134;1;;;;;;;;;;;;;;;;;;;;;
1764602212707;1024;133;1;;;;;;;;;;;;;;;;;;;;;
1764602212713;1019;132;1;;;;;;;;;;;;;;;;;;;;;
1764602212721;1014;131;1;;;;;;;;;;;;;;;;;;;;;
1764602212729;1008;129;1;;;;;;;;;;;;;;;;;;;;;
1764602212736;1003;129;1;;;;;;;;;;;;;;;;;;;;;
1764602212741;998;128;1;;;;;;;;;;;;;;;;;;;;;
1764602212749;993;126;1;;;;;;;;;;;;;;;;;;;;;
1764602212757;988;126;1;;;;;;;;;;;;;;;;;;;;;
1764602212764;984;125;1;;;;;;;;;;;;;;;;;;;;;
1764602212772;979;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212778;975;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212787;970;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212793;966;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212800;960;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212806;955;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212814;949;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212820;944;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212828;938;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212836;933;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212843;928;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212850;922;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212857;915;124;1;;;;;;;;;;;;;;;;;;;;;
1764602212866;911;125;1;;;;;;;;;;;;;;;;;;;;;
1764602212878;903;125;1;;;;;;;;;;;;;;;;;;;;;
1764602212884;895;126;1;;;;;;;;;;;;;;;;;;;;;
1764602212892;888;127;1;;;;;;;;;;;;;;;;;;;;;
1764602212899;881;128;1;;;;;;;;;;;;;;;;;;;;;
1764602212907;875;129;1;;;;;;;;;;;;;;;;;;;;;
1764602212913;870;129;1;;;;;;;;;;;;;;;;;;;;;
1764602212921;865;131;1;;;;;;;;;;;;;;;;;;;;;
1764602212928;861;132;1;;;;;;;;;;;;;;;;;;;;;
1764602212936;860;133;1;;;;;;;;;;;;;;;;;;;;;
1764602213227;851;134;1;;;;;;;;;;;;;;;;;;;;;
1764602213234;842;136;1;;;;;;;;;;;;;;;;;;;;;
1764602213241;832;138;1;;;;;;;;;;;;;;;;;;;;;
1764602213248;824;140;1;;;;;;;;;;;;;;;;;;;;;
1764602213255;814;142;1;;;;;;;;;;;;;;;;;;;;;
1764602213263;806;145;1;;;;;;;;;;;;;;;;;;;;;
1764602213268;800;147;1;;;;;;;;;;;;;;;;;;;;;
1764602213277;793;149;1;;;;;;;;;;;;;;;;;;;;;
1764602213284;787;152;1;;;;;;;;;;;;;;;;;;;;;
1764602213291;783;154;1;;;;;;;;;;;;;;;;;;;;;
1764602213299;779;156;1;;;;;;;;;;;;;;;;;;;;;
1764602213305;775;158;1;;;;;;;;;;;;;;;;;;;;;
1764602213312;772;158;1;;;;;;;;;;;;;;;;;;;;;
1764602213320;769;160;1;;;;;;;;;;;;;;;;;;;;;
1764602213327;765;162;1;;;;;;;;;;;;;;;;;;;;;
1764602213334;761;164;1;;;;;;;;;;;;;;;;;;;;;
1764602213341;757;166;1;;;;;;;;;;;;;;;;;;;;;
1764602213347;754;167;1;;;;;;;;;;;;;;;;;;;;;
1764602213355;749;170;1;;;;;;;;;;;;;;;;;;;;;
1764602213361;745;173;1;;;;;;;;;;;;;;;;;;;;;
1764602213370;740;174;1;;;;;;;;;;;;;;;;;;;;;
1764602213376;735;178;1;;;;;;;;;;;;;;;;;;;;;
1764602213384;730;181;1;;;;;;;;;;;;;;;;;;;;;
1764602213392;725;185;1;;;;;;;;;;;;;;;;;;;;;
1764602213398;720;190;1;;;;;;;;;;;;;;;;;;;;;
1764602213405;714;194;1;;;;;;;;;;;;;;;;;;;;;
1764602213412;709;198;1;;;;;;;;;;;;;;;;;;;;;
1764602213419;703;203;1;;;;;;;;;;;;;;;;;;;;;
1764602213426;698;207;1;;;;;;;;;;;;;;;;;;;;;
1764602213433;693;212;1;;;;;;;;;;;;;;;;;;;;;
1764602213440;687;217;1;;;;;;;;;;;;;;;;;;;;;
1764602213447;682;222;1;;;;;;;;;;;;;;;;;;;;;
1764602213455;677;225;1;;;;;;;;;;;;;;;;;;;;;
1764602213462;671;231;1;;;;;;;;;;;;;;;;;;;;;
1764602213469;665;237;1;;;;;;;;;;;;;;;;;;;;;
1764602213477;659;243;1;;;;;;;;;;;;;;;;;;;;;
1764602213484;654;249;1;;;;;;;;;;;;;;;;;;;;;
1764602213489;646;258;1;;;;;;;;;;;;;;;;;;;;;
