software;mouseReMoCo;;;screenHeight 995;centerX 953;centerY 497;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 536;cornerY 80;externalRadius 417;internalRadius 337;borderRadius 1;cursorRadius 16;indexOfDifficulty 50.33232485432158;taskRadius 376.5;taskTolerance 47
01/12/2025;16:16:42.378;100;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
timestamp;mouseX;mouseY;mouseInTarget;;;;;;;;;;;;;;;;;;;;;
1764602335270;1232;748;1;;;;;;;;;;;;;;;;;;;;;
1764602335277;1233;745;1;;;;;;;;;;;;;;;;;;;;;
1764602335285;1235;743;1;;;;;;;;;;;;;;;;;;;;;
1764602335291;1236;742;1;;;;;;;;;;;;;;;;;;;;;
1764602335298;1238;740;1;;;;;;;;;;;;;;;;;;;;;
1764602335306;1239;738;1;;;;;;;;;;;;;;;;;;;;;
1764602335312;1241;737;1;;;;;;;;;;;;;;;;;;;;;
1764602335321;1243;734;1;;;;;;;;;;;;;;;;;;;;;
1764602335327;1244;732;1;;;;;;;;;;;;;;;;;;;;;
1764602335334;1246;730;1;;;;;;;;;;;;;;;;;;;;;
1764602335342;1247;728;1;;;;;;;;;;;;;;;;;;;;;
1764602335349;1249;725;1;;;;;;;;;;;;;;;;;;;;;
1764602335357;1251;723;1;;;;;;;;;;;;;;;;;;;;;
1764602335363;1253;720;1;;;;;;;;;;;;;;;;;;;;;
1764602335369;1254;717;1;;;;;;;;;;;;;;;;;;;;;
1764602335378;1256;715;1;;;;;;;;;;;;;;;;;;;;;
1764602335384;1257;712;1;;;;;;;;;;;;;;;;;;;;;
1764602335391;1259;710;1;;;;;;;;;;;;;;;;;;;;;
1764602335399;1261;707;1;;;;;;;;;;;;;;;;;;;;;
1764602335405;1263;705;1;;;;;;;;;;;;;;;;;;;;;
1764602335414;1264;703;1;;;;;;;;;;;;;;;;;;;;;
1764602335420;1266;701;1;;;;;;;;;;;;;;;;;;;;;
1764602335427;1267;699;1;;;;;;;;;;;;;;;;;;;;;
1764602335435;1268;697;1;;;;;;;;;;;;;;;;;;;;;
1764602335441;1269;695;1;;;;;;;;;;;;;;;;;;;;;
1764602335450;1271;693;1;;;;;;;;;;;;;;;;;;;;;
1764602335456;1272;690;1;;;;;;;;;;;;;;;;;;;;;
1764602335463;1273;686;1;;;;;;;;;;;;;;;;;;;;;
1764602335471;1274;683;1;;;;;;;;;;;;;;;;;;;;;
1764602335477;1276;681;1;;;;;;;;;;;;;;;;;;;;;
1764602335484;1276;677;1;;;;;;;;;;;;;;;;;;;;;
1764602335492;1278;673;1;;;;;;;;;;;;;;;;;;;;;
1764602335498;1279;671;1;;;;;;;;;;;;;;;;;;;;;
1764602335506;1280;668;1;;;;;;;;;;;;;;;;;;;;;
1764602335514;1282;666;1;;;;;;;;;;;;;;;;;;;;;
1764602335520;1283;663;1;;;;;;;;;;;;;;;;;;;;;
1764602335528;1283;661;1;;;;;;;;;;;;;;;;;;;;;
1764602335535;1284;658;1;;;;;;;;;;;;;;;;;;;;;
1764602335542;1285;655;1;;;;;;;;;;;;;;;;;;;;;
1764602335548;1286;653;1;;;;;;;;;;;;;;;;;;;;;
1764602335557;1287;650;1;;;;;;;;;;;;;;;;;;;;;
1764602335562;1287;647;1;;;;;;;;;;;;;;;;;;;;;
1764602335569;1288;644;1;;;;;;;;;;;;;;;;;;;;;
1764602335577;1289;641;1;;;;;;;;;;;;;;;;;;;;;
1764602335585;1290;636;1;;;;;;;;;;;;;;;;;;;;;
1764602335592;1290;634;1;;;;;;;;;;;;;;;;;;;;;
1764602335599;1291;631;1;;;;;;;;;;;;;;;;;;;;;
1764602335606;1291;628;1;;;;;;;;;;;;;;;;;;;;;
1764602335614;1292;625;1;;;;;;;;;;;;;;;;;;;;;
1764602335622;1293;622;1;;;;;;;;;;;;;;;;;;;;;
1764602335626;1293;620;1;;;;;;;;;;;;;;;;;;;;;
1764602335636;1293;617;1;;;;;;;;;;;;;;;;;;;;;
1764602335642;1294;614;1;;;;;;;;;;;;;;;;;;;;;
1764602335649;1295;611;1;;;;;;;;;;;;;;;;;;;;;
1764602335655;1296;608;1;;;;;;;;;;;;;;;;;;;;;
1764602335663;1297;603;1;;;;;;;;;;;;;;;;;;;;;
1764602335670;1297;599;1;;;;;;;;;;;;;;;;;;;;;
1764602335677;1297;596;1;;;;;;;;;;;;;;;;;;;;;
1764602335684;1297;591;1;;;;;;;;;;;;;;;;;;;;;
1764602335691;1298;588;1;;;;;;;;;;;;;;;;;;;;;
1764602335699;1299;584;1;;;;;;;;;;;;;;;;;;;;;
1764602335707;1300;581;1;;;;;;;;;;;;;;;;;;;;;
1764602335715;1300;578;1;;;;;;;;;;;;;;;;;;;;;
1764602335720;1301;576;1;;;;;;;;;;;;;;;;;;;;;
1764602335727;1301;574;1;;;;;;;;;;;;;;;;;;;;;
1764602335734;1303;573;1;;;;;;;;;;;;;;;;;;;;;
1764602335742;1303;570;1;;;;;;;;;;;;;;;;;;;;;
1764602335749;1304;569;1;;;;;;;;;;;;;;;;;;;;;
1764602335756;1305;568;1;;;;;;;;;;;;;;;;;;;;;
1764602335762;1305;565;1;;;;;;;;;;;;;;;;;;;;;
1764602335769;1306;564;1;;;;;;;;;;;;;;;;;;;;;
1764602335777;1308;562;1;;;;;;;;;;;;;;;;;;;;;
1764602335785;1308;560;1;;;;;;;;;;;;;;;;;;;;;
1764602335792;1309;557;1;;;;;;;;;;;;;;;;;;;;;
1764602335798;1309;551;1;;;;;;;;;;;;;;;;;;;;;
1764602335806;1309;546;1;;;;;;;;;;;;;;;;;;;;;
1764602336091;1310;538;1;;;;;;;;;;;;;;;;;;;;;
1764602336098;1311;529;1;;;;;;;;;;;;;;;;;;;;;
1764602336105;1313;521;1;;;;;;;;;;;;;;;;;;;;;
1764602336112;1315;514;1;;;;;;;;;;;;;;;;;;;;;
1764602336119;1317;507;1;;;;;;;;;;;;;;;;;;;;;
1764602336127;1318;502;1;;;;;;;;;;;;;;;;;;;;;
1764602336136;1320;497;1;;;;;;;;;;;;;;;;;;;;;
1764602336141;1321;491;1;;;;;;;;;;;;;;;;;;;;;
1764602336148;1322;487;1;;;;;;;;;;;;;;;;;;;;;
1764602336155;1323;483;1;;;;;;;;;;;;;;;;;;;;;
1764602336163;1323;478;1;;;;;;;;;;;;;;;;;;;;;
1764602336169;1323;475;1;;;;;;;;;;;;;;;;;;;;;
1764602336177;1324;471;1;;;;;;;;;;;;;;;;;;;;;
1764602336183;1324;468;1;;;;;;;;;;;;;;;;;;;;;
1764602336191;1324;465;1;;;;;;;;;;;;;;;;;;;;;
1764602336198;1324;463;1;;;;;;;;;;;;;;;;;;;;;
1764602336205;1324;460;1;;;;;;;;;;;;;;;;;;;;;
1764602336213;1324;457;1;;;;;;;;;;;;;;;;;;;;;
1764602336219;1324;455;1;;;;;;;;;;;;;;;;;;;;;
1764602336226;1324;453;1;;;;;;;;;;;;;;;;;;;;;
1764602336233;1324;451;1;;;;;;;;;;;;;;;;;;;;;
1764602336240;1324;449;1;;;;;;;;;;;;;;;;;;;;;
1764602336247;1324;447;1;;;;;;;;;;;;;;;;;;;;;
1764602336261;1324;445;1;;;;;;;;;;;;;;;;;;;;;
1764602336269;1324;444;1;;;;;;;;;;;;;;;;;;;;;
1764602336276;1324;442;1;;;;;;;;;;;;;;;;;;;;;
1764602336284;1324;441;1;;;;;;;;;;;;;;;;;;;;;
1764602336290;1324;439;1;;;;;;;;;;;;;;;;;;;;;
1764602336298;1324;436;1;;;;;;;;;;;;;;;;;;;;;
1764602336304;1324;433;1;;;;;;;;;;;;;;;;;;;;;
1764602336312;1324;429;1;;;;;;;;;;;;;;;;;;;;;
1764602336318;1323;426;1;;;;;;;;;;;;;;;;;;;;;
1764602336325;1322;420;1;;;;;;;;;;;;;;;;;;;;;
1764602336347;1321;410;1;;;;;;;;;;;;;;;;;;;;;
1764602336354;1321;408;1;;;;;;;;;;;;;;;;;;;;;
1764602336362;1321;405;1;;;;;;;;;;;;;;;;;;;;;
1764602336368;1320;403;1;;;;;;;;;;;;;;;;;;;;;
1764602336375;1320;400;1;;;;;;;;;;;;;;;;;;;;;
1764602336384;1320;399;1;;;;;;;;;;;;;;;;;;;;;
1764602336390;1319;397;1;;;;;;;;;;;;;;;;;;;;;
1764602336397;1319;395;1;;;;;;;;;;;;;;;;;;;;;
1764602336404;1319;393;1;;;;;;;;;;;;;;;;;;;;;
1764602336411;1318;391;1;;;;;;;;;;;;;;;;;;;;;
1764602336418;1318;389;1;;;;;;;;;;;;;;;;;;;;;
1764602336424;1318;387;1;;;;;;;;;;;;;;;;;;;;;
1764602336431;1317;384;1;;;;;;;;;;;;;;;;;;;;;
1764602336440;1317;381;1;;;;;;;;;;;;;;;;;;;;;
1764602336448;1316;378;1;;;;;;;;;;;;;;;;;;;;;
1764602336455;1315;374;1;;;;;;;;;;;;;;;;;;;;;
1764602336462;1315;371;1;;;;;;;;;;;;;;;;;;;;;
1764602336468;1314;367;1;;;;;;;;;;;;;;;;;;;;;
1764602336476;1313;364;1;;;;;;;;;;;;;;;;;;;;;
1764602336483;1313;362;1;;;;;;;;;;;;;;;;;;;;;
1764602336489;1312;360;1;;;;;;;;;;;;;;;;;;;;;
1764602336498;1311;357;1;;;;;;;;;;;;;;;;;;;;;
1764602336503;1311;355;1;;;;;;;;;;;;;;;;;;;;;
1764602336510;1310;351;1;;;;;;;;;;;;;;;;;;;;;
1764602336519;1309;349;1;;;;;;;;;;;;;;;;;;;;;
1764602336525;1308;346;1;;;;;;;;;;;;;;;;;;;;;
1764602336531;1307;343;1;;;;;;;;;;;;;;;;;;;;;
1764602336539;1305;340;1;;;;;;;;;;;;;;;;;;;;;
1764602336546;1303;335;1;;;;;;;;;;;;;;;;;;;;;
1764602336554;1302;331;1;;;;;;;;;;;;;;;;;;;;;
1764602336560;1300;325;1;;;;;;;;;;;;;;;;;;;;;
1764602336567;1297;319;1;;;;;;;;;;;;;;;;;;;;;
1764602336574;1294;314;1;;;;;;;;;;;;;;;;;;;;;
1764602336582;1292;308;1;;;;;;;;;;;;;;;;;;;;;
1764602336589;1289;304;1;;;;;;;;;;;;;;;;;;;;;
1764602336596;1287;299;1;;;;;;;;;;;;;;;;;;;;;
1764602336603;1286;295;1;;;;;;;;;;;;;;;;;;;;;
1764602336611;1284;291;1;;;;;;;;;;;;;;;;;;;;;
1764602336617;1281;288;1;;;;;;;;;;;;;;;;;;;;;
1764602336624;1280;285;1;;;;;;;;;;;;;;;;;;;;;
1764602336633;1279;282;1;;;;;;;;;;;;;;;;;;;;;
1764602336639;1277;280;1;;;;;;;;;;;;;;;;;;;;;
1764602336646;1277;278;1;;;;;;;;;;;;;;;;;;;;;
1764602336654;1275;277;1;;;;;;;;;;;;;;;;;;;;;
1764602336660;1274;274;1;;;;;;;;;;;;;;;;;;;;;
1764602336667;1273;273;1;;;;;;;;;;;;;;;;;;;;;
1764602336674;1273;272;1;;;;;;;;;;;;;;;;;;;;;
1764602336681;1271;270;1;;;;;;;;;;;;;;;;;;;;;
1764602336689;1271;269;1;;;;;;;;;;;;;;;;;;;;;
1764602336695;1270;268;1;;;;;;;;;;;;;;;;;;;;;
1764602336703;1269;266;1;;;;;;;;;;;;;;;;;;;;;
1764602336710;1268;263;1;;;;;;;;;;;;;;;;;;;;;
1764602336717;1267;261;1;;;;;;;;;;;;;;;;;;;;;
1764602336725;1265;260;1;;;;;;;;;;;;;;;;;;;;;
1764602336732;1265;257;1;;;;;;;;;;;;;;;;;;;;;
1764602336739;1264;256;1;;;;;;;;;;;;;;;;;;;;;
1764602336746;1262;254;1;;;;;;;;;;;;;;;;;;;;;
1764602336753;1261;252;1;;;;;;;;;;;;;;;;;;;;;
1764602336759;1260;251;1;;;;;;;;;;;;;;;;;;;;;
1764602336766;1257;249;1;;;;;;;;;;;;;;;;;;;;;
1764602336773;1256;247;1;;;;;;;;;;;;;;;;;;;;;
1764602336781;1255;247;1;;;;;;;;;;;;;;;;;;;;;
1764602336788;1253;245;1;;;;;;;;;;;;;;;;;;;;;
1764602336796;1252;245;1;;;;;;;;;;;;;;;;;;;;;
1764602336802;1251;243;1;;;;;;;;;;;;;;;;;;;;;
1764602336810;1250;242;1;;;;;;;;;;;;;;;;;;;;;
1764602336817;1249;241;1;;;;;;;;;;;;;;;;;;;;;
1764602336824;1248;241;1;;;;;;;;;;;;;;;;;;;;;
1764602336831;1247;240;1;;;;;;;;;;;;;;;;;;;;;
1764602336839;1247;239;1;;;;;;;;;;;;;;;;;;;;;
1764602336845;1246;239;1;;;;;;;;;;;;;;;;;;;;;
1764602336852;1245;238;1;;;;;;;;;;;;;;;;;;;;;
1764602336866;1244;237;1;;;;;;;;;;;;;;;;;;;;;
1764602336874;1244;236;1;;;;;;;;;;;;;;;;;;;;;
1764602336882;1243;236;1;;;;;;;;;;;;;;;;;;;;;
1764602336889;1242;235;1;;;;;;;;;;;;;;;;;;;;;
1764602336897;1241;235;1;;;;;;;;;;;;;;;;;;;;;
1764602336902;1240;234;1;;;;;;;;;;;;;;;;;;;;;
1764602336911;1240;233;1;;;;;;;;;;;;;;;;;;;;;
1764602336915;1238;233;1;;;;;;;;;;;;;;;;;;;;;
1764602336924;1237;231;1;;;;;;;;;;;;;;;;;;;;;
1764602336930;1236;231;1;;;;;;;;;;;;;;;;;;;;;
1764602336936;1235;230;1;;;;;;;;;;;;;;;;;;;;;
1764602336944;1233;228;1;;;;;;;;;;;;;;;;;;;;;
1764602336952;1231;227;1;;;;;;;;;;;;;;;;;;;;;
1764602336958;1230;225;1;;;;;;;;;;;;;;;;;;;;;
1764602336966;1228;224;1;;;;;;;;;;;;;;;;;;;;;
1764602336973;1226;223;1;;;;;;;;;;;;;;;;;;;;;
1764602336981;1225;222;1;;;;;;;;;;;;;;;;;;;;;
1764602336987;1223;220;1;;;;;;;;;;;;;;;;;;;;;
1764602336995;1221;219;1;;;;;;;;;;;;;;;;;;;;;
1764602337002;1219;218;1;;;;;;;;;;;;;;;;;;;;;
1764602337008;1218;217;1;;;;;;;;;;;;;;;;;;;;;
1764602337015;1215;216;1;;;;;;;;;;;;;;;;;;;;;
1764602337022;1214;215;1;;;;;;;;;;;;;;;;;;;;;
1764602337031;1211;213;1;;;;;;;;;;;;;;;;;;;;;
1764602337036;1209;212;1;;;;;;;;;;;;;;;;;;;;;
1764602337044;1206;211;1;;;;;;;;;;;;;;;;;;;;;
1764602337051;1204;211;1;;;;;;;;;;;;;;;;;;;;;
1764602337059;1203;210;1;;;;;;;;;;;;;;;;;;;;;
1764602337067;1201;209;1;;;;;;;;;;;;;;;;;;;;;
1764602337073;1198;208;1;;;;;;;;;;;;;;;;;;;;;
1764602337080;1197;207;1;;;;;;;;;;;;;;;;;;;;;
1764602337089;1195;206;1;;;;;;;;;;;;;;;;;;;;;
1764602337094;1193;205;1;;;;;;;;;;;;;;;;;;;;;
1764602337102;1191;204;1;;;;;;;;;;;;;;;;;;;;;
1764602337109;1190;203;1;;;;;;;;;;;;;;;;;;;;;
1764602337116;1188;202;1;;;;;;;;;;;;;;;;;;;;;
1764602337123;1186;201;1;;;;;;;;;;;;;;;;;;;;;
1764602337129;1184;200;1;;;;;;;;;;;;;;;;;;;;;
1764602337138;1183;199;1;;;;;;;;;;;;;;;;;;;;;
1764602337144;1180;198;1;;;;;;;;;;;;;;;;;;;;;
1764602337151;1179;197;1;;;;;;;;;;;;;;;;;;;;;
1764602337159;1177;195;1;;;;;;;;;;;;;;;;;;;;;
1764602337166;1175;195;1;;;;;;;;;;;;;;;;;;;;;
1764602337173;1173;194;1;;;;;;;;;;;;;;;;;;;;;
1764602337179;1171;193;1;;;;;;;;;;;;;;;;;;;;;
1764602337186;1170;193;1;;;;;;;;;;;;;;;;;;;;;
1764602337193;1167;192;1;;;;;;;;;;;;;;;;;;;;;
1764602337201;1165;191;1;;;;;;;;;;;;;;;;;;;;;
1764602337207;1164;190;1;;;;;;;;;;;;;;;;;;;;;
1764602337214;1162;190;1;;;;;;;;;;;;;;;;;;;;;
1764602337224;1160;188;1;;;;;;;;;;;;;;;;;;;;;
1764602337229;1158;187;1;;;;;;;;;;;;;;;;;;;;;
1764602337236;1157;186;1;;;;;;;;;;;;;;;;;;;;;
1764602337244;1155;184;1;;;;;;;;;;;;;;;;;;;;;
1764602337251;1153;182;1;;;;;;;;;;;;;;;;;;;;;
1764602337258;1150;179;1;;;;;;;;;;;;;;;;;;;;;
1764602337265;1147;176;1;;;;;;;;;;;;;;;;;;;;;
1764602337271;1143;173;1;;;;;;;;;;;;;;;;;;;;;
1764602337280;1140;169;1;;;;;;;;;;;;;;;;;;;;;
1764602337286;1135;164;1;;;;;;;;;;;;;;;;;;;;;
1764602337294;1131;162;1;;;;;;;;;;;;;;;;;;;;;
1764602337301;1126;157;1;;;;;;;;;;;;;;;;;;;;;
1764602337308;1123;153;1;;;;;;;;;;;;;;;;;;;;;
1764602337315;1118;150;1;;;;;;;;;;;;;;;;;;;;;
1764602337322;1115;149;1;;;;;;;;;;;;;;;;;;;;;
1764602337330;1111;146;1;;;;;;;;;;;;;;;;;;;;;
1764602337337;1108;143;1;;;;;;;;;;;;;;;;;;;;;
1764602337344;1105;142;1;;;;;;;;;;;;;;;;;;;;;
1764602337349;1102;140;1;;;;;;;;;;;;;;;;;;;;;
1764602337357;1099;139;1;;;;;;;;;;;;;;;;;;;;;
1764602337372;1095;136;1;;;;;;;;;;;;;;;;;;;;;
1764602337379;1090;134;1;;;;;;;;;;;;;;;;;;;;;
1764602337386;1087;132;1;;;;;;;;;;;;;;;;;;;;;
1764602337392;1082;130;1;;;;;;;;;;;;;;;;;;;;;
1764602337401;1079;129;1;;;;;;;;;;;;;;;;;;;;;
1764602337407;1074;127;1;;;;;;;;;;;;;;;;;;;;;
1764602337414;1071;125;1;;;;;;;;;;;;;;;;;;;;;
1764602337424;1067;124;1;;;;;;;;;;;;;;;;;;;;;
1764602337427;1061;122;1;;;;;;;;;;;;;;;;;;;;;
1764602337435;1055;119;1;;;;;;;;;;;;;;;;;;;;;
1764602337442;1049;117;1;;;;;;;;;;;;;;;;;;;;;
1764602337450;1043;115;1;;;;;;;;;;;;;;;;;;;;;
1764602337456;1036;112;1;;;;;;;;;;;;;;;;;;;;;
1764602337464;1029;110;1;;;;;;;;;;;;;;;;;;;;;
1764602337479;1020;107;1;;;;;;;;;;;;;;;;;;;;;
1764602337486;1011;106;1;;;;;;;;;;;;;;;;;;;;;
1764602337491;1004;103;1;;;;;;;;;;;;;;;;;;;;;
1764602337499;997;102;1;;;;;;;;;;;;;;;;;;;;;
1764602337505;992;101;1;;;;;;;;;;;;;;;;;;;;;
1764602337514;986;99;1;;;;;;;;;;;;;;;;;;;;;
1764602337521;979;98;1;;;;;;;;;;;;;;;;;;;;;
1764602337528;975;97;0;;;;;;;;;;;;;;;;;;;;;
1764602337535;968;96;0;;;;;;;;;;;;;;;;;;;;;
1764602337542;962;95;0;;;;;;;;;;;;;;;;;;;;;
1764602337549;958;95;0;;;;;;;;;;;;;;;;;;;;;
1764602337558;954;94;0;;;;;;;;;;;;;;;;;;;;;
1764602337566;950;94;0;;;;;;;;;;;;;;;;;;;;;
1764602337570;948;93;0;;;;;;;;;;;;;;;;;;;;;
1764602337585;947;93;0;;;;;;;;;;;;;;;;;;;;;
1764602337592;946;92;0;;;;;;;;;;;;;;;;;;;;;
1764602337613;948;91;0;;;;;;;;;;;;;;;;;;;;;
1764602337620;954;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337913;951;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337919;944;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337927;939;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337935;934;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337941;929;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337950;925;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337957;919;89;0;;;;;;;;;;;;;;;;;;;;;
1764602337963;916;91;0;;;;;;;;;;;;;;;;;;;;;
1764602337970;912;92;0;;;;;;;;;;;;;;;;;;;;;
1764602337978;909;92;0;;;;;;;;;;;;;;;;;;;;;
1764602337983;905;94;0;;;;;;;;;;;;;;;;;;;;;
1764602337991;903;95;0;;;;;;;;;;;;;;;;;;;;;
1764602337998;900;96;0;;;;;;;;;;;;;;;;;;;;;
1764602338006;898;97;0;;;;;;;;;;;;;;;;;;;;;
1764602338014;895;98;0;;;;;;;;;;;;;;;;;;;;;
1764602338019;893;99;0;;;;;;;;;;;;;;;;;;;;;
1764602338026;891;100;0;;;;;;;;;;;;;;;;;;;;;
1764602338034;888;102;0;;;;;;;;;;;;;;;;;;;;;
1764602338042;886;103;1;;;;;;;;;;;;;;;;;;;;;
1764602338049;881;105;1;;;;;;;;;;;;;;;;;;;;;
1764602338056;878;106;1;;;;;;;;;;;;;;;;;;;;;
1764602338063;875;109;1;;;;;;;;;;;;;;;;;;;;;
1764602338070;870;111;1;;;;;;;;;;;;;;;;;;;;;
1764602338077;868;112;1;;;;;;;;;;;;;;;;;;;;;
1764602338084;864;114;1;;;;;;;;;;;;;;;;;;;;;
1764602338092;861;115;1;;;;;;;;;;;;;;;;;;;;;
1764602338098;858;116;1;;;;;;;;;;;;;;;;;;;;;
1764602338106;858;117;1;;;;;;;;;;;;;;;;;;;;;
1764602338134;858;116;1;;;;;;;;;;;;;;;;;;;;;
1764602338413;854;117;1;;;;;;;;;;;;;;;;;;;;;
1764602338421;849;119;1;;;;;;;;;;;;;;;;;;;;;
1764602338428;845;122;1;;;;;;;;;;;;;;;;;;;;;
1764602338434;841;125;1;;;;;;;;;;;;;;;;;;;;;
1764602338442;838;127;1;;;;;;;;;;;;;;;;;;;;;
1764602338448;835;129;1;;;;;;;;;;;;;;;;;;;;;
1764602338457;831;132;1;;;;;;;;;;;;;;;;;;;;;
1764602338464;829;134;1;;;;;;;;;;;;;;;;;;;;;
1764602338470;825;136;1;;;;;;;;;;;;;;;;;;;;;
1764602338478;824;137;1;;;;;;;;;;;;;;;;;;;;;
1764602338484;822;138;1;;;;;;;;;;;;;;;;;;;;;
1764602338491;820;139;1;;;;;;;;;;;;;;;;;;;;;
1764602338499;818;140;1;;;;;;;;;;;;;;;;;;;;;
1764602338507;817;141;1;;;;;;;;;;;;;;;;;;;;;
1764602338513;815;142;1;;;;;;;;;;;;;;;;;;;;;
1764602338521;812;143;1;;;;;;;;;;;;;;;;;;;;;
1764602338528;809;144;1;;;;;;;;;;;;;;;;;;;;;
1764602338536;807;145;1;;;;;;;;;;;;;;;;;;;;;
1764602338542;804;147;1;;;;;;;;;;;;;;;;;;;;;
1764602338549;801;147;1;;;;;;;;;;;;;;;;;;;;;
1764602338558;797;149;1;;;;;;;;;;;;;;;;;;;;;
1764602338564;794;150;1;;;;;;;;;;;;;;;;;;;;;
1764602338571;792;151;1;;;;;;;;;;;;;;;;;;;;;
1764602338578;789;152;1;;;;;;;;;;;;;;;;;;;;;
1764602338586;787;153;1;;;;;;;;;;;;;;;;;;;;;
1764602338592;785;154;1;;;;;;;;;;;;;;;;;;;;;
1764602338600;783;155;1;;;;;;;;;;;;;;;;;;;;;
1764602338607;781;156;1;;;;;;;;;;;;;;;;;;;;;
1764602338614;780;157;1;;;;;;;;;;;;;;;;;;;;;
1764602338621;778;157;1;;;;;;;;;;;;;;;;;;;;;
1764602338628;778;158;1;;;;;;;;;;;;;;;;;;;;;
1764602338635;776;158;1;;;;;;;;;;;;;;;;;;;;;
1764602338643;775;158;1;;;;;;;;;;;;;;;;;;;;;
1764602338648;774;160;1;;;;;;;;;;;;;;;;;;;;;
1764602338657;772;161;1;;;;;;;;;;;;;;;;;;;;;
1764602338664;771;161;1;;;;;;;;;;;;;;;;;;;;;
1764602338671;769;162;1;;;;;;;;;;;;;;;;;;;;;
1764602338679;767;163;1;;;;;;;;;;;;;;;;;;;;;
1764602338685;765;164;1;;;;;;;;;;;;;;;;;;;;;
1764602338692;764;165;1;;;;;;;;;;;;;;;;;;;;;
1764602338699;762;166;1;;;;;;;;;;;;;;;;;;;;;
1764602338706;760;168;1;;;;;;;;;;;;;;;;;;;;;
1764602338714;758;169;1;;;;;;;;;;;;;;;;;;;;;
1764602338721;756;171;1;;;;;;;;;;;;;;;;;;;;;
1764602338729;754;172;1;;;;;;;;;;;;;;;;;;;;;
1764602338735;752;173;1;;;;;;;;;;;;;;;;;;;;;
1764602338742;750;175;1;;;;;;;;;;;;;;;;;;;;;
1764602338749;747;177;1;;;;;;;;;;;;;;;;;;;;;
1764602338757;745;179;1;;;;;;;;;;;;;;;;;;;;;
1764602338765;742;182;1;;;;;;;;;;;;;;;;;;;;;
1764602338771;739;183;1;;;;;;;;;;;;;;;;;;;;;
1764602338778;737;185;1;;;;;;;;;;;;;;;;;;;;;
1764602338786;735;188;1;;;;;;;;;;;;;;;;;;;;;
1764602338793;733;190;1;;;;;;;;;;;;;;;;;;;;;
1764602338799;730;192;1;;;;;;;;;;;;;;;;;;;;;
1764602338807;729;194;1;;;;;;;;;;;;;;;;;;;;;
1764602338816;727;195;1;;;;;;;;;;;;;;;;;;;;;
1764602338849;727;197;1;;;;;;;;;;;;;;;;;;;;;
1764602338858;728;198;1;;;;;;;;;;;;;;;;;;;;;
1764602339124;727;199;1;;;;;;;;;;;;;;;;;;;;;
1764602339129;725;200;1;;;;;;;;;;;;;;;;;;;;;
1764602339136;722;203;1;;;;;;;;;;;;;;;;;;;;;
1764602339144;720;203;1;;;;;;;;;;;;;;;;;;;;;
1764602339151;717;205;1;;;;;;;;;;;;;;;;;;;;;
1764602339157;715;206;1;;;;;;;;;;;;;;;;;;;;;
1764602339165;714;207;1;;;;;;;;;;;;;;;;;;;;;
1764602339172;712;208;1;;;;;;;;;;;;;;;;;;;;;
1764602339179;710;209;1;;;;;;;;;;;;;;;;;;;;;
1764602339187;709;210;1;;;;;;;;;;;;;;;;;;;;;
1764602339193;707;211;1;;;;;;;;;;;;;;;;;;;;;
1764602339201;705;212;1;;;;;;;;;;;;;;;;;;;;;
1764602339207;704;213;1;;;;;;;;;;;;;;;;;;;;;
1764602339215;702;215;1;;;;;;;;;;;;;;;;;;;;;
1764602339224;701;216;1;;;;;;;;;;;;;;;;;;;;;
1764602339230;699;217;1;;;;;;;;;;;;;;;;;;;;;
1764602339236;699;218;1;;;;;;;;;;;;;;;;;;;;;
1764602339244;697;219;1;;;;;;;;;;;;;;;;;;;;;
1764602339251;695;221;1;;;;;;;;;;;;;;;;;;;;;
1764602339257;694;222;1;;;;;;;;;;;;;;;;;;;;;
1764602339265;693;223;1;;;;;;;;;;;;;;;;;;;;;
1764602339271;692;224;1;;;;;;;;;;;;;;;;;;;;;
1764602339279;690;225;1;;;;;;;;;;;;;;;;;;;;;
1764602339287;688;226;1;;;;;;;;;;;;;;;;;;;;;
1764602339293;688;227;1;;;;;;;;;;;;;;;;;;;;;
1764602339300;685;229;1;;;;;;;;;;;;;;;;;;;;;
1764602339315;683;231;1;;;;;;;;;;;;;;;;;;;;;
1764602339322;682;232;1;;;;;;;;;;;;;;;;;;;;;
1764602339329;681;234;1;;;;;;;;;;;;;;;;;;;;;
1764602339336;680;234;1;;;;;;;;;;;;;;;;;;;;;
1764602339343;679;235;1;;;;;;;;;;;;;;;;;;;;;
1764602339350;678;236;1;;;;;;;;;;;;;;;;;;;;;
1764602339357;678;237;1;;;;;;;;;;;;;;;;;;;;;
